,id,qid1,qid2,question1,question2,is_duplicate
385798,385798,117685,754327,Which companies are best in customer service? Why?,Who has the Best customer service?,1
165208,165208,326559,326560,What animals knowingly commit suicide?,Do the animals suicide?,1
90345,90345,179384,179385,How do I take care of a bonsai'?,How do I take care of bonsais?,1
173078,173078,341967,341968,How do I really make money online?,Is there any easy way to make money online?,1
33073,33073,65917,65918,Why did Mulayam Singh Yadav expel Akhilesh Yadav from Samajwadi Party? What do you think about it?,What is the reason behind suspension of Akhilesh Yadav from Samajwadi Party?,1
259178,259178,510083,510084,If universe is expanding without a limit and dark and vacuum energy are created as it expands?,How is dark/vacuum energy created with the universe conserved if it is not conserved? Can infinite of these be created?,1
306651,306651,602059,602060,How can I cheat death?,How do I cheat death?,1
107467,107467,213131,213132,What are some ways to learn how to play guitar?,How can I learn to play guitar?,1
378967,378967,741231,741232,Are foreign nationals living in India eligible for DASA 2017?,Will a foreign national living in India be eligible for DASA 2017?,1
264670,264670,520734,520735,How do you make easy money online?,How do you make money online?,1
152998,152998,302620,302621,"Will it be an exact ideal move by India, declaring war against Pakistan?",Should India go for war with Pakistan?,1
28853,28853,57526,57527,What will happen if India decides to give Kashmir to Pakistan?,What will happen if Government will give Kashmir to Pakistan?,1
83691,83691,166216,166217,How could the internet change politics?,How has the internet changed politics?,1
5100,5100,10194,10195,Which is best digital marketing course?,What is the best digital marketing course available online and offline in India and Why?,1
292164,292164,574006,574007,What do you love / cherish / respect about your partner most?,What do you love most about your spouse?,1
99420,99420,197297,197298,Should I be a data scientist or an actuary?,Should I become a data scientist or an actuary?,1
91408,91408,181488,181489,"What does Epicurus means by the notion of ""Random Swerves""? Is it related to what we normally call as ""free will""?","What does Epicurus mean by the notion of ""Random Swerves""? Is it related to what we normally call ""free will""?",1
357293,357293,699697,699698,How do I build a profile to get an MBA admission in top US MBA schools?,What all should I do to build a strong profile for MBA admissions to top B-schools in USA?,1
25698,25698,51251,51252,Is New Zealand the best place to live?,Is New Zealand the best place in the world to live?,1
36441,36441,72609,72610,Where do I get best car insurance quotes?,From where can I get the best car insurance quotes?,1
383496,383496,749918,749919,How are international students from Hong Kong going to be affected after Donald Trump becomes president?,Is there any harm for the international students from South Asian countries in America after Trump becoming the President?,1
158174,158174,312781,312782,How can I get free food regularly?,What are some of the best ways to get free food?,1
266791,266791,524832,227308,How reliable are answers on Quora (even with thousands of upvotes)?,How reliable are answers on Quora?,1
301145,301145,591434,591435,How can I get 1 million users on my app?,How can I get a million users on my social app?,1
62999,62999,125288,125289,What are some classic Indian recipes for chicken? D,What are some classic Indian recipes for chicken? C,1
274823,274823,540399,540400,How do I improve my pronunciation in English?,How can l improve my English？?,1
203140,203140,400818,400819,Which political party will win the Uttar Pradesh Assembly Elections 2017 and why?,Which Party Will Win UP Assembly election in 2017?,1
233724,233724,460481,460482,What are some good Hindi songs in 2013?,"What, according to you, are the best Hindi songs of 2013?",1
119244,119244,236330,236331,"What were the major effects of the cambodia earthquake, and how do these effects compare to the Banda Sea earthquake in 1938?","What were the major effects of the cambodia earthquake, and how do these effects compare to other earthquakes?",1
166197,166197,328494,328495,What is a good institute for ITIL certification in Pune?,Which is the best institute for ITIL certification in Pune?,1
292230,292230,574134,574135,"If you had a chance to be reborn in a country of your choice, which country would it be?","If given a chance to be reborn in a country of your choice, what country would you choose over your native country?",1
215240,215240,424435,424436,Which is the best phone under ₹15000?,Which is the best phone to buy within Rs.15000?,1
18866,18866,37644,37645,How is the movie Dum Laga Ke Haisha?,What was the point of the movie Dum Laga Ke Haisha?,1
245347,245347,483175,483176,What is the difference between the OnePlus One 16gb and 64gb phones?,What is the difference between the OnePlus two 16gb and 64gb phones?,1
9987,9987,19942,19943,How do I come out to my family and friends?,How do I come out to my friends?,1
335464,335464,657724,657725,How can I increase my followers count in Quora?,How can I increase my followers on Quora?,1
237754,237754,468353,468354,How do I stop masturbation permanently?,How can I stop masturbations?,1
344947,344947,676005,676006,Can I please get a crown on musical.ly?,How do you get a crown in Musical.ly?,1
6071,6071,12132,12133,Which is better iPhone 6s+ or iPhone 7?,Which is the best phone iPhone 6s plus or 7?,1
145235,145235,287404,287405,How can you find the purpose of human life?,How can I find the real true purpose of my life?,1
373316,373316,730425,730426,How Donald Trump's presidential victory going to affect India and Indian IT companies?,How will Trump's presidency affect the Indian IT industry?,1
244044,244044,480634,480635,Which is the best QuickBooks Tech Support Number in North Dakota?,What is the quickbooks customer support phone number USA?,1
14696,14696,29334,29335,Did Netaji Subhash Chandra Bose die in a plane crash?,Did Subhash Chandra Bose really die in the plane crash in 1945?,1
377981,377981,739335,739336,What are the best ways to lose weight?,How do I reduce my weight?,1
73656,73656,146367,146368,What will be the effect of possible war between India and Pakistan on Indian Stock market?,What are the chances of a nuclear war between India and Pakistan?,1
120466,120466,238732,238733,"Why did India accept the Indus Water Treaty,1960?",Why did India signed Indus water treaty?,1
216891,216891,427648,427649,What is the expected cut off for upsc prelims 2016?,What will be the cut off of UPSC prelims 2016?,1
194962,194962,384825,384826,Which are the best business opportunities in India?,What are the top business opportunities available in India?,1
25183,25183,50229,50230,How many hours a 10th student should do his studies?,How many hours should a 10th student should learn?,1
170562,170562,337038,337039,What are the safety precautions on handling shotguns proposed by the NRA in the entire U.S. including it’s territories and possessions? 2,What are the safety precautions on handling shotguns proposed by the NRA in New Jersey?,1
192969,192969,380938,380939,Where can I get very smooth and uncomplicated assistance in Sydney for any property transaction?,Where can I get friendly assistance in Sydney of any knowledgeable conveyancing solicitor?,1
388777,388777,760017,760018,Why is underwater welding so dangerous?,Is it dangerous to be an underwater welder?,1
193766,193766,382484,382485,What is the world's perception about India?,What do foreigners think about India?,1
360879,360879,706589,706590,How can I loose 5kgs weight in a week without exercise?,How can I lose my weight quickly without doing exercise?,1
365374,365374,715197,715198,What is the best way to stop terrorism?,Is there any way to stop terrorism?,1
345586,345586,677233,677234,Why Modi is putting a ban on 500 and 1000 notes?,What is the reason behind government's ban on 500 & 1000 rupee notes? What are the immediate effects and how useful will it be in curbing black money?,1
331276,331276,649615,649616,Will WW3 happen at some point in 2017?,Is WW3 coming?,1
311693,311693,611823,611824,What are the all time best English songs?,Which are some of the best all time English songs?,1
24893,24893,49655,49656,Why can't India ban the import of Chinese products in India?,Why can't Chinese goods be flushed out of India?,1
106578,106578,211382,211383,Why is Jake Williams popular on Quora?,Why is Jake Williams idolised so much?,1
299282,299282,587829,587830,How do I get rid of pimples on my face?,How do I get rid of face pimples?,1
117952,117952,233785,233786,How long does rabies vaccine takes to be effective?,How long does the rabies vaccine last?,1
358879,358879,702773,702774,How possible is it to get pregnant one day after my 3 day period?,Can I get pregnant 14 days after my period started?,1
283893,283893,557984,557985,"What if every cell in your body is slowly replaced by a nano machine equivalent, able to perform each and every function of those biological cells?",What would happen if every cell in your body is slowly replaced by a nano machine equivalent (functionally and structurally identical)?,1
180893,180893,357280,357281,Would you rather vote for Donald Trump or Hillary Clinton? Why?,Donald Trump or Hillary Clinton? Why?,1
321633,321633,630975,630976,How do I achieve my dreams gaol?,How do I achieve my dreams?,1
90325,90325,179344,179345,How do you think about Wealthy affiliate?,What is your review of Wealthy Affiliate?,1
98153,98153,194803,194804,How much water should you drink per day?,How much water must a 1.5m person drink a day?,1
203964,203964,402425,402426,Is the Devil real?,Is Satan real?,1
340524,340524,667502,148319,What are the benefits of Quora?,What are the benefits of being a Quora user?,1
116680,116680,231282,231283,How will you know if someone is gay?,Can you tell if a person is gay?,1
368001,368001,720231,720232,Can the sum of two vectors be equal to either vector?,Can the sum of the magnitudes of two vectors ever be equal to the magnitude of the sum of the same two vectors?,1
261813,261813,515185,515186,What are your thoughts on the new 2016 MacBook Pro?,What do developers think about the new MacBook Pro?,1
269700,269700,530476,530477,What do we know about neuroplasticity?,How do you work on your neuroplasticity?,1
334600,334600,656049,656050,What would be the next step by Narendra Modi to eradicate black money?,What will be Modi next step for removing black money?,1
96913,96913,192357,192358,What are the differences between bio and non biodegradable waste?,What are differences between biodegradable and nonbiodegradable wastes.,1
67342,67342,133884,133885,Why don't environmental organisations in the US and the world talk about how animal agriculture contributes to 51% of global warming?,Why do environmentalists never talk about animal agriculture and it's impact on global warming?,1
171215,171215,338315,338316,How can you delete your Yahoo account?,How do you delete your Yahoo account permanently?,1
31011,31011,61818,61819,What should I do to become a pilot after twelvth?,How do I become pilot after 12th in India?,1
231853,231853,456839,456840,What does an iPhone warranty cover?,What does iPhone warranty cover?,1
165402,165402,326939,326940,What is stop motion animation and how it done?,What is stop motion and how it achieved?,1
290922,290922,571588,571589,How can I stop eating so much sugar?,How do I stop Consuming sugar?,1
17713,17713,35351,35352,Why do people continue to support Donald Trump even though he's so inconsistent?,I like Donald Trump however he has admitted to some deplorable behaviour so why do people still support him? What would turn supporters against him?,1
146373,146373,289627,289628,Who is the best doctor/dermatologist for hair fall treatment in Bangalore?,Who is best doctor for hair fall in bangalore?,1
50614,50614,100747,100748,What is a certificate of authenticity? How can you get it?,What is a certificate of authenticity? How can you get one?,1
88374,88374,175484,175485,What is prestressed concrete? How is it used?,What is prestressed concrete?,1
35406,35406,70548,70549,"Specifications-wise, which is the better console: Xbox One or PlayStation 4?","Which has better exclusives, PS4 or Xbox One?",1
33021,33021,65813,65814,How can you design a homemade Miss Frizzle Halloween costume?,What items from home can be used in a Miss Frizzle Halloween costume?,1
5016,5016,10026,10027,Why do dogs urinate on car tyres?,Why do dogs pee on cars tyres?,1
208875,208875,412029,412030,Which is more dangerous hypertension or hypotension?,Which is worse: hypertension or hypotension?,1
42099,42099,83848,83849,How will our economy will be affected by demonetizing Rs 500 and Rs 1000 notes?,What is the use of banning 500 and 1000 rupee notes and introducing new 500 and 2000 rupee notes?,1
348874,348874,683528,683529,How is the cell membrane composed?,What constitutes cell membranes?,1
139198,139198,275553,275554,How does one cope with and eventually overcome Social Anxiety Disorder?,How can I overcome social anxiety?,1
203978,203978,402453,402454,Why did they make the Star Wars movies out of order?,Why was Star Wars released in such a strange order?,1
43661,43661,86951,86952,How can you become addicted to studies?,How do I get addicted to studies?,1
276042,276042,542756,542757,"How does this ""demonetisation of 500 & 1000 rupee notes"" help to reduce the price of real estate?",What will be the impact on real estate by banning 500 and 1000 rupee notes from India?,1
149060,149060,294895,294896,Why does it seem that (almost) everybody (including Quorians) hate Trump?,Why does everybody hate Trump?,1
234648,234648,462296,462297,Which Game of Thrones death was the worst?,Who had the worst death in Game of Thrones?,1
350968,350968,687553,687554,How would we know if we are living in a computer simulation or video game?,In what ways could we definitively determine whether we're living in a computer simulation or not?,1
257488,257488,506804,506805,How do I prepare for IBPS PO exam and what are the books to follow?,"What are the best and most complete books for an SBI PO associate, IBPS specialized officer and a syndicate bank PO exam preparation 2014?",1
200440,200440,395551,395552,How will World War III begin?,If there was a world war III around this time period what would most likely be the start of it?,1
361254,361254,707312,707313,How and when did WWII start and end?,When and how did WWII start and end?,1
52990,52990,105447,105448,How can I stop seeing answers written by a specific person?,How do I stop seeing someone's answers in Quora?,1
15639,15639,28616,31216,Should people live together before getting married?,Is living together before marriage a good idea?,1
80571,80571,160049,160050,"If somebody has a good startup idea, then how can he find angel investors to invest in his idea?",How can I invite investors to invest money for my idea?,1
373281,373281,730359,730360,How does sex feel like for the first time?,What is the feeling to have sexual intercourse at the first time?,1
72169,72169,143427,143428,What are some good books on manufacturing technology?,What is the best book for manufacturing technology?,1
381952,381952,746963,746964,Where can I get high quality print solutions and service in Sydney for envelopes?,Where can I get very high quality envelope printing services in Sydney?,1
283161,283161,556578,556579,Who is the best politician in the world? Why?,Who is the best politician in the world?,1
277184,277184,544983,544984,What is it like to be a homosexual in India?,How does it feel like to be gay in India?,1
327778,327778,642862,642863,How Safe and Effective is Green coffee for Weight Loss?,Is green coffee effective and safe for weight loss?,1
112556,112556,223163,223164,Who created God n who created those who created God?,What created God?,1
91269,91269,181212,181213,What are the functions of epithelial tissue?,What is the epithelial tissue? What functions does it have?,1
320058,320058,627937,627938,How difficult is it to get into Wharton's business school?,Was it difficult to get into the Wharton School of Business?,1
244894,244894,482290,482291,How do I always think positive?,How do I think positive?,1
354135,354135,693629,693630,I have forgotten my password for Facebook and no primary email and phone is added to my account. How can I get access to my account?,I forgot my Facebook password and email password. How can I log into Facebook?,1
131353,131353,260166,260167,"Which character is better, han solo or indiana jones?",Who is better: Han Solo or Indiana Jones?,1
14910,14910,29762,29763,What is the first law of thermodynamics and what are some examples?,What is the first law of thermodynamics? What are some examples?,1
133380,133380,264143,264144,Why do some people like traveling alone?,Why do people like to travel alone?,1
134205,134205,265769,156211,How do you know when a software developer is a senior software developer?,When does a software developer become a senior software developer?,1
301032,301032,591212,591213,How do I can remove fear of an interview?,How do I remove fear of an interview?,1
317946,317946,623860,623861,Which animal has the fastest reaction time?,What creature has the fastest reaction speed on earth?,1
52642,52642,104756,104757,How do I make easy money?,What's a good way to make easy money now?,1
286400,286400,562839,562840,Why is Arnab Goswami resigned as the Editor-in Chief of Times Now and ET Now?,Why did Arnab Goswami Resigned?,1
228457,228457,450215,450216,What are some examples of disaccharides?,What are examples of disaccharides?,1
309085,309085,606768,606769,How do you lose belly fat?,What are some workout plans to lose belly fat?,1
248463,248463,489233,489234,How do you stop German Shepherd/Husky puppies from biting your stuff?,How do you stop a English Bulldog/Pitbull mix puppy from biting my shoes?,1
79157,79157,157249,157250,Will war happen between India and Pakistan?,"What will be the disaster effect, if nuclear war breaks out between India and Pakistan?",1
54373,54373,108196,108197,Who will win in America presidential elections in 2016?,Who will win the 2016 presidential election?,1
47320,47320,94214,94215,What are some tips and tricks for Windows 10?,What are some cool unknown tips and tricks about Windows 10?,1
213692,213692,421406,421407,Why does Quora always mark my question as needing clarification but does not specify the reason?,Why does Quora always mark my answer as need for improvement?,1
20808,20808,41512,41513,How do I improve diet to gain weight? What are other options to gain weight?,What is a good diet plan for a commuter that wants to gain weight?,1
72896,72896,144866,144867,How can I upgrade my credit score?,Can I improve my credit score?,1
186281,186281,367835,367836,Generally does girls really like nerdy and geeky guys?,Do girls like geeky and nerdy guys?,1
202231,202231,399039,399040,Why are cameras generally not allowed in museums?,Why is photography not allowed in museums?,1
277795,277795,546177,546178,How much does it cost to develop mobile application?,How much does it cost to develop a Mobile App?,1
110054,110054,218236,218237,How can I improve my writing? I have started writing articles and I want to write with more authenticity. What can I do?,How can I improve my writing skills to write advanced composition?,1
158382,158382,313186,313187,How do you describe today's parents?,How would you describe today's parents?,1
42904,42904,85451,85452,How can I fall in love again?,How do people fall in love AGAIN?,1
153166,153166,302952,302953,What does 4 days late on my period mean?,Can a woman be late on her period and not pregnant?,1
93758,93758,186133,186134,Why do some adults like to bully others?,Why do people bully others?,1
98124,98124,194747,194748,What are the most common CFD (Computational Fluid Dynamics) software packages used in industry?,What are the most commonly used CFD software packages in industry,1
104745,104745,207771,207772,How do you lock a bedroom door that doesn't have a lock?,How do you secure a door without a lock?,1
220821,220821,435304,435305,How do I catch my cheating spouse?,How do I catch cheating husbands?,1
379349,379349,741965,741966,What are the best exercises to burn belly fat?,How can I reduce my Belly and tummy fat?,1
158596,158596,313601,313602,How long do boiled eggs stay fresh in the fridge? How can they be preserved for longer?,How long do boiled eggs stay fresh in the fridge?,1
50756,50756,101026,101027,When was the last time you felt completely stress free or happy?,When was the last time you felt happy and satisfied?,1
281163,281163,552705,552706,When is good time to visit Italy?,What is the best time to visit Italy?,1
86857,86857,172487,172488,What are the best speakers for karaoke?,Which are the best karaoke speakers?,1
174804,174804,345353,345354,What are the career options available for an electrical engineering graduate?,What are the good career option after b.tech in electrical engineering from an NIT?,1
41361,41361,82384,82385,What are some good cheap-eats in Barcelona?,What are some good cheap-eats restaurants for backpackers in Barcelona?,1
241687,241687,476047,476048,What is gradient boosting?,Why is gradient boosting named that?,1
140639,140639,278384,278385,How much can I spend on rent making $1 million a year in Manhattan?,How much can I spend on rent making $144k a year in Manhattan?,1
70818,70818,140753,140754,What is the use of return in main function?,Why do we use a 'return 0' at the end of a main function?,1
182049,182049,359549,359550,What do democrats believe (politically)?,What do the democrats believe in the most?,1
124538,124538,246761,246762,How do converging and diverging mirrors compare and contrast?,How do converging and diverging mirrors differ?,1
92626,92626,183898,183899,What is the question that you've always wanted to ask the world?,What is that one question you always wanted to ask anyone/everyone?,1
168302,168302,332612,332613,What is the scariest paranormal encounter you've had?,What is the spookiest experience you've ever had?,1
214752,214752,423479,423480,Which laptop is best under 25000 INR?,What is the best laptop to buy under 25000INR?,1
371870,371870,727649,727650,Why is India performing bad in Olympics?,What are the reasons behind the poor performance of India in Olympics?,1
383331,383331,749605,749606,Where can I found best quality solid door upright freezers in Sydney?,Where can I found high quality glass door upright freezer I Sydney?,1
54414,54414,108277,108278,Can a person control his emotions at will unknowingly?,I am an introvert. How can I control my emotions in a better way?,1
362012,362012,708756,708757,Which rays have capacity to come out of black hole?,What are the things that can escape from a black hole?,1
89871,89871,178443,178444,How do I speak English fluently?,What can I do to improve my English speaking?,1
9570,9570,19112,19113,What is the cut off of KVPY SA stream?,What is the expected cut off for KVPY SA 2016?,1
232210,232210,457530,457531,Whats a furry?,What is a furry?,1
15444,15444,30828,30829,What are the best ways to build up my credit score?,How do I build up my credit report?,1
398411,398411,778450,778451,What is the best thing that has ever happened to you?,What is the most interesting thing that happened to you?,1
293447,293447,576477,576478,What is the most selfless act you have ever witnessed?,What is the most selfless act you've ever witnessed?,1
375486,375486,734585,734586,In the summer how would I dress like a workout guy from the year 1990?,How would I dress like a workout guru from the year 1990 in the summer?,1
178592,178592,352774,352775,Did astronomers really visit moon?,Did man really land on the moon?,1
110043,110043,218214,218215,What are the best places to visit in Nepal?,Which is the best place to travel in Nepal?,1
169511,169511,334982,334983,How can I be more focused?,How do I be more focused?,1
11198,11198,22360,22361,What are some ways to encourage oneself to step out of their comfort zone?,How can I break out of my comfort zone?,1
360362,360362,705597,705598,What are some subtle signs you realized your antidepressant was working?,After how long did you notice your antidepressant working?,1
52824,52824,105118,105119,What are good ways to decrease your calorie intake?,What is the best way to reduce your calorie intake?,1
5236,5236,10465,10466,How can I increase traffic to my websites by Facebook?,How traffic increased for websites through backlinks?,1
32006,32006,63794,63795,What are the best ways to make a woman wet?,How can I make her wet?,1
80662,80662,160228,160229,"If energy can't be created or destroyed, how can dark energy increase with the expansion of the universe?",If dark energy is created with expansion can infinite of it be created?,1
160590,160590,317515,317516,What is the smallest diamond drill head?,What is the smallest micro-diamond drill head?,1
35038,35038,69818,69819,What's your stand on the recent Supreme Court's order about national anthem in cinema halls?,Don’t you think it is not a good decision by the honorable Supreme Court to play the national anthem at cinema halls?,1
86050,86050,170890,170891,How do I find if a guy is interested in you?,How do you find out if a guy you are interested in is interested in you back?,1
123651,123651,245018,245019,Will we ever land on the sun?,Would it ever be possible to land on the sun?,1
209367,209367,412993,128240,Why doesn't Wikipedia integrate optional ads?,Why does Wikipedia ask for donations rather than having ads?,1
31757,31757,63301,63302,Which should I buy redmi note 3 or redmi prime3s?,Should I get the Redmi Note 3 or Redmi 3s?,1
151177,151177,299052,299053,What are the ways to join the Indian armed forces as an officer in final year of graduation and after that (especially engineering)?,Can a boy join the Indian armed forces after a BSc degree?,1
220013,220013,433734,433735,How does audio quality scale with video quality on YouTube?,Does reducing the quality of a video in YouTube affect the sound quailty?,1
68223,68223,135623,135624,Why do people ask questions on Quora instead of Googling it?,Why are there so many people using Quora to answer questions that can easily be found with a simple Google search?,1
33843,33843,67447,67448,What is the best protein to gain muscle and lose fat?,What is the best protein for gaining muscle and lose fat?,1
273336,273336,537520,537521,What are the best Technology inventions available?,What are some of the best inventions technologies?,1
262179,262179,515894,515895,I got an offer from BPCL. How is the working environment out here? Is working at IOCL better than BPCL?,"How will be the working environment be in a PSU, mostly in IOCL and BPCL?",1
306784,306784,602313,602314,What is the difference between abduction and kidnapping?,What's the difference between kidnapping and abduction?,1
273255,273255,537362,537363,I am in first year. In which direction should I start my preparation to clear for IAS exam?,How do start preparation for IAS?,1
403287,403287,787763,787764,"If the Sun disappeared, would the Earth continue in its orbit for 8½ minutes?",Will earth continue to revolve around sun for 8 minutes if the sun happens to disappear suddenly?,1
328172,328172,643628,643629,Do you earn money while using Quora or answering question in Quora?,How can I make money with Quora answers?,1
361145,361145,707101,707102,How can I learn communication skills?,What should we do to improve communication skills?,1
171553,171553,338983,338984,Which are the best Facebook pages?,What's the best Facebook page?,1
332406,332406,651808,651809,How can I quit chewing tobacco?,What are the best ways to quit chewing tobacco?,1
253961,253961,499916,499917,Is NIIT Delhi good for a digital marketing course?,Which is the best digital marketing course?,1
322722,322722,633075,633076,what are the main free online libraries for research papers ?,Is there a website for free research papers?,1
239667,239667,472084,472085,Why wont my iPhone's lock button work? How can it be fixed?,How do you fix the lock button on an iPhone?,1
350981,350981,687579,687580,What are some of the most upvoted answers you came across on Quora?,Which is the most up voted answer in Quora?,1
279303,279303,549096,549097,What is the least painful way for suicide?,Is there some painless way to suicide?,1
344447,344447,675047,675048,Which programming language is best for developing low-end games?,What coding language should I learn first for making games?,1
306064,306064,600933,600934,What are the tips to prepare for competitive exams?,What is the best way to prepare for any competitive exam?,1
248639,248639,489581,489582,Which biography of Winston Churchill should I read?,What is a good biography about Winston Churchill?,1
97410,97410,193341,193342,How can I get a mentor for Life?,What are the best ways to find a mentor in business and life?,1
44421,44421,88460,88461,Why are Indians lethargic?,Why are Indians so lethargic?,1
10105,10105,20178,20179,Why don't police or the DEA go after rappers or other artists who talk about doing drugs in their songs?,Are any investigations launched at rappers/artists after they rap about selling drugs or other illegal activities?,1
24079,24079,48038,48039,How can I write a persuasive speech on volunteering?,What is the best way to write a volunteering persuasive speech?,1
277606,277606,545808,545809,What is securities market and what are the different types?,What are the different types of securities market in business organisation?,1
160693,160693,317717,317718,Can I join police service if I have stitches on my head?,Can I join police service if I have a stitches on my head?,1
75358,75358,149746,149747,What are the safety precautions on handling shotguns proposed by the NRA in Kentucky?,What are the safety precautions on handling shotguns proposed by the NRA in Kansas?,1
146996,146996,290850,290851,How can I install Kali Linux over windows XP on Sony notebook b100?,How can I install Kali Linux in Windows XP?,1
228254,228254,449817,449818,How do normal Japanese civilians regard China and Chinese people?,What does your average Japanese perceive about China and Chinese people?,1
312464,312464,613301,613302,What is to be fallen in love with your best friend?,Love: What is it like to fall in love with your best friend?,1
101358,101358,201115,201116,What are some things that you will never do in life?,What are some things that you've done in life that you'd never do again?,1
49444,49444,98424,98425,When does EagerPanda go live?,When will EagerPanda launch?,1
107513,107513,213223,213224,What is Arnab Goswami going to do as he has resigned from Times Now?,What do you think Arnab Goswami will do after coming out of times now?,1
94237,94237,187079,187080,What is the brief comparison of KMC in Manipal and Mangalore?,"Which one has better hostels, KMC Manipal or KMC Mangalore?",1
14269,14269,28485,28486,Is there a copycat recipe for Buffalo Wild Wings' french fries?,"Is it possible to make Buffalo Wild Wings' French fries? If so, how?",1
363828,363828,712221,712222,Why do we multiply vectors?,Why should we multiply vectors?,1
397528,397528,776751,776752,"What were the major effects of the cambodia earthquake, and how do these effects compare to the Andreanof Islands earthquake in 1957?","What were the major effects of the cambodia earthquake, and how do these effects compare to the Sanriku earthquake in 1611?",1
37896,37896,75504,75505,Should people over 100 not be allowed to vote?,Should people over 97 not be allowed to vote?,1
401292,401292,783937,783938,How do I can improve my problem-solving skills?,How Can I improve problem solving?,1
275673,275673,542042,542043,What are the best car gadgets in 2016?,What are the best car gadgets and accessories in 2016?,1
50620,50620,100759,100760,What are the best wallpapers?,What are some of the best wallpapers ever?,1
286384,286384,562807,562808,Should people over 94 not be allowed to vote?,Should people over 100 not be allowed to vote?,1
45533,45533,90669,90670,What is a ciliated epithelial cell? What is its function?,What does a ciliated epithelial cell do?,1
282234,282234,554783,554784,How can I get rid of acne and scars?,How can I get rid of my acne?,1
191400,191400,377859,377860,How should you deal with social anxiety?,What are the best ways for dealing with social anxiety?,1
241278,241278,475245,475246,What is a hive?,What is hive?,1
205261,205261,404966,404967,Is it possible to build a fully functioning online store using Adobe muse?,What is the best way to add an online store to a website made in Adobe Muse?,1
362645,362645,709969,709970,Do the new notes in India need the GPS chip?,Is it true that the new 2000 rupees notes have a GPS chips?,1
356106,356106,697414,697415,How do I find a nice girlfriend in Singapore?,How do I get a girlfriend in Singapore?,1
328493,328493,644249,644250,What is the treatment for constipation?,What's the remedies for constipation?,1
345616,345616,677290,677291,What is demonetization in America?,What is demonetization in America\?,1
384744,384744,752309,752310,Is it possible to transmit electrical energy from solar satellites back to electrical grids on earth?,"Theoretically, is it possible to create satellites to transmit solar energy from space as a magnetic field back to earth?",1
285021,285021,560173,560174,What are the best was to lose weight?,What is the fastest possible way to lose weight?,1
91514,91514,181699,181700,Does the truth come out when you're angry?,Is it true that truth comes out when you're angry?,1
143890,143890,284761,284762,How do I stop my addiction to porn and masturbation?,How do I prevent addiction of masturbation?,1
256636,256636,505132,505133,How do I define my comfort Zone?,How can you figure out or know if you are in your comfort zone?,1
274474,274474,539725,539726,Which DTH offers the most HD channels?,Which DTH has maximum HD channels in India?,1
35645,35645,71023,71024,How do you earn money from internet?,How do I earn money from the Internet?,1
194644,194644,384201,384202,Why we should stop animal abuse?,Why should animal abuse be stopped?,1
87119,87119,173003,173004,Why do some people on QUORA ask questions that they can easily findout on Google?,Why don't many people posting questions on Quora check Google first?,1
238548,238548,469903,469904,Why would a man put his wife before his mother (he must CRAZYYY) no women can take my mom place?,Why would a man put his wife before his mother (he must be stupid as fuck)?,1
10100,10100,20168,20169,Which platform is best for trade in Forex trading?,What is the best forex trading software?,1
397655,397655,776992,776993,How is Stalingrad called today?,What is Stalingrad called today? How did the city change with its name?,1
137492,137492,272215,272216,What is light made of?,What is light made out of?,1
97638,97638,193792,193793,Who is a business analyst?,Who are the business analyst ?,1
221380,221380,436387,436388,How do stem cells help?,What are stem cells?,1
164808,164808,325787,325788,How can I improve my story writing skills?,How can I improve my writing skills for writing a book?,1
249919,249919,492057,492058,Why is Western culture more materialistic than Indian culture? Why are Indians in a city likely to follow Western culture?,Why are Indian women so eager to adopt western lifestyle than follow our traditional culture?,1
229290,229290,451851,451852,Why is Donald Trump so successful in what he does?,Is Donald Trump a successful business?,1
212446,212446,418979,418980,How are the British taught about the American Revolution?,What do people in the UK learn about of the US Revolution?,1
60599,60599,120533,120534,How can I loss 50 pounds of body weight in a healthy way and fast?,What are some ways to lose weight fast?,1
322040,322040,631762,631763,What's it like to live in Iran?,What is it like to live in Iran?,1
181999,181999,359451,359452,How can I stop binge eating?,How do I stop emotional eating/binge eating?,1
310681,310681,609872,609873,How do I increase the visibility of my comments on Quora?,How do I increase my visibility on Quora?,1
366850,366850,718033,191445,Are baking soda and baking powder the same thing?,What is the difference between baking powder and baking soda?,1
240635,240635,473984,473985,Why do most people in the world have better impressions on Pakistan than India or at least why do some people in Pakistan at least think like that.,Why does Pakistan have a better image and reputation than India in the world?,1
140233,140233,277588,277589,What are the different types of infinity?,What are the different types of infinity in mathematics?,1
124629,124629,246938,246939,What are the best insoles for plantar fasciitis?,What are the best sandals for someone with plantar fasciitis?,1
142291,142291,281636,281637,What are some of the best ways to clean a Otterbox?,How do you clean an Otterbox?,1
207263,207263,408882,408883,What issues do teenagers face in every day life?,What are some day to day issues that teenagers face nowadays?,1
221040,221040,435727,435728,Do you believe in luck?,Do you believe in luck? Why or why not?,1
113597,113597,225213,225214,Which business/startup should I start in Nagpur which will have best chances of survival?,Which is the best business to start in nagpur?,1
169108,169108,334190,334191,Are cats good loyal pets?,How do cats are good pets?,1
309475,309475,607527,607528,What is your favorite topic to read about and why?,What is your favorite topic to discuss and why?,1
207046,207046,408453,408454,What am I supposed to do to find an English speaking girlfriend on the Internet?,What am supposed to do to find English speaker girlfriend on Internet?,1
